mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__class_weight,param_clf__max_iter,param_clf__penalty,param_clf__solver,param_tfidf__max_features,param_tfidf__min_df,param_tfidf__ngram_range,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
2.7131361166636148,0.5918635373659954,1.0707452297210693,0.2903554341458744,0.1,,1000,l2,lbfgs,50000,5,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 50000, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1)}",0.6747774276489746,0.6740246498345258,0.6711005457332542,0.673300874405585,0.001585928394598787,331
7.333700895309448,0.8096642937007587,2.4994280338287354,0.681585817112774,0.1,,1000,l2,lbfgs,50000,5,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 50000, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2)}",0.6839507060721015,0.6864981136725007,0.6851384142239644,0.6851957446561888,0.0010407646081886646,277
2.6344363689422607,0.32559823352372286,0.8276302814483643,0.07237234020855716,0.1,,1000,l2,lbfgs,,1,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1)}",0.6716074036618597,0.672404502397196,0.6702870109130582,0.671432972324038,0.0008732171417845957,357
13.888799985249838,0.2982018860576536,2.0278920332590737,0.0641670109201975,0.1,,1000,l2,lbfgs,,1,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2)}",0.6781020664004775,0.6782059673467682,0.6802234606620073,0.678843831469751,0.0009764668906332266,321
2.79580020904541,0.6076024709328908,0.8309799035390218,0.02149190948368736,0.1,,1000,l2,lbfgs,,2,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.6741783979361103,0.6737670434421523,0.6715601936627751,0.6731685450136792,0.001149608246575416,343
9.203294356664022,0.44982636742064974,2.0920403003692627,0.29325992518924554,0.1,,1000,l2,lbfgs,,2,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.6827913113432382,0.6845856971794287,0.6833718328882655,0.6835829471369775,0.0007476104385695349,297
2.6029516061147056,0.363356677285563,1.0961501598358154,0.3437312568372217,0.1,,1000,l2,lbfgs,,5,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1)}",0.6747774276489746,0.6740246498345258,0.6711005457332542,0.673300874405585,0.001585928394598787,331
6.252708991368611,0.9395622920642703,1.7012351353963215,0.024604563207039912,0.1,,1000,l2,lbfgs,,5,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2)}",0.6839507060721015,0.6864981136725007,0.6851384142239644,0.6851957446561888,0.0010407646081886646,277
2.914252996444702,0.8127334536245795,1.0607224305470784,0.16259036328360743,0.1,,2000,l2,lbfgs,20000,1,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 20000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1)}",0.6728325105773205,0.6733857324643414,0.6699392656946346,0.6720525029120988,0.0015112560486841848,351
6.834997574488322,0.29239539398795994,2.451296250025431,0.47438181799731166,0.1,,2000,l2,lbfgs,20000,1,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 20000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2)}",0.6840064970971022,0.6897593342939707,0.6852513308733039,0.6863390540881257,0.0024713208745480242,271
2.163297732671102,0.12363159786672602,0.9489862124125162,0.032628814325537735,0.1,,2000,l2,lbfgs,20000,2,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 20000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.6741783979361103,0.6737670434421523,0.6715601936627751,0.6731685450136792,0.001149608246575416,343
7.465695063273112,0.7619529377035953,2.04183300336202,0.422648813450159,0.1,,2000,l2,lbfgs,20000,2,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 20000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.6837957940975726,0.6887298802270889,0.685378889802541,0.6859681880424008,0.002056980926017171,275
2.8156230449676514,0.3935432361709364,1.11904772122701,0.35839702492038017,0.1,,2000,l2,lbfgs,20000,5,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 20000, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1)}",0.6747774276489746,0.6740246498345258,0.6711005457332542,0.673300874405585,0.001585928394598787,331
7.02977180480957,0.8423495397802082,1.7167857487996419,0.1055657907302261,0.1,,2000,l2,lbfgs,20000,5,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 20000, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2)}",0.683745179764451,0.688995693274129,0.6863842661298277,0.6863750463894692,0.0021435230784135027,269
3.0361216068267822,0.7815567901264483,1.0045121510823567,0.09133796077754794,0.1,,2000,l2,lbfgs,50000,1,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 50000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1)}",0.6716074036618597,0.672404502397196,0.6702870109130582,0.671432972324038,0.0008732171417845957,357
8.518195788065592,1.041219015144452,2.0737117926279702,0.16717281252010846,0.1,,2000,l2,lbfgs,50000,1,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 50000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2)}",0.6823943345145987,0.6858603752209476,0.6835780925204306,0.683944267418659,0.0014384998173064842,287
2.3387934366861978,0.33602181890862526,1.1386254628499348,0.3197044573764484,0.1,,2000,l2,lbfgs,50000,2,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 50000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.6741783979361103,0.6737670434421523,0.6715601936627751,0.6731685450136792,0.001149608246575416,343
8.487516323725382,0.6197097996113351,1.8988877932230632,0.04512687255701652,0.1,,2000,l2,lbfgs,50000,2,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 50000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.6823789838154412,0.6859437571179218,0.6839565782966192,0.684093106409994,0.001458511140130217,285
2.715101957321167,0.31748748372406194,1.0395232041676838,0.17289120005890457,0.1,,2000,l2,lbfgs,50000,5,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 50000, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1)}",0.6747774276489746,0.6740246498345258,0.6711005457332542,0.673300874405585,0.001585928394598787,331
7.277940670649211,0.5592875153700333,2.455557902654012,0.48288943241640575,0.1,,2000,l2,lbfgs,50000,5,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 50000, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2)}",0.6839507060721015,0.6864981136725007,0.6851384142239644,0.6851957446561888,0.0010407646081886646,277
2.5066582361857095,0.11411254287043993,1.0161778926849365,0.24274927080123007,0.1,,2000,l2,lbfgs,,1,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1)}",0.6716074036618597,0.672404502397196,0.6702870109130582,0.671432972324038,0.0008732171417845957,357
13.538093646367392,0.46837336977293365,2.530528465906779,0.5604110598935201,0.1,,2000,l2,lbfgs,,1,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2)}",0.6781020664004775,0.6782059673467682,0.6802234606620073,0.678843831469751,0.0009764668906332266,321
2.373703956604004,0.06526759095221636,0.8085068066914877,0.0727212651725981,0.1,,2000,l2,lbfgs,,2,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.6741783979361103,0.6737670434421523,0.6715601936627751,0.6731685450136792,0.001149608246575416,343
9.377415180206299,0.0781199657703181,1.7943579355875652,0.033610502918099215,0.1,,2000,l2,lbfgs,,2,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.6827913113432382,0.6845856971794287,0.6833718328882655,0.6835829471369775,0.0007476104385695349,297
2.811302820841471,0.8031228017931493,0.9045321941375732,0.09798385048403065,0.1,,2000,l2,lbfgs,,5,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1)}",0.6747774276489746,0.6740246498345258,0.6711005457332542,0.673300874405585,0.001585928394598787,331
6.206244945526123,0.9112734065299517,2.0215781529744468,0.4141504043563236,0.1,,2000,l2,lbfgs,,5,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': None, 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2)}",0.6839507060721015,0.6864981136725007,0.6851384142239644,0.6851957446561888,0.0010407646081886646,277
2.9104507764180503,0.2630031585314965,0.946764866511027,0.015105179512628169,0.1,balanced,1000,l2,lbfgs,20000,1,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 20000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1)}",0.6728568670011658,0.6727683332329687,0.6707638836523037,0.6721296946288127,0.0009664503003921914,349
7.562142690022786,0.6970304203059654,1.829115390777588,0.05225791206348454,0.1,balanced,1000,l2,lbfgs,20000,1,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 20000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2)}",0.6846296007775793,0.6893426152992957,0.6856144041282461,0.6865288734017071,0.0020298303721502874,265
2.982616345087687,0.9627497828190378,1.0401458740234375,0.12739221796514896,0.1,balanced,1000,l2,lbfgs,20000,2,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 20000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.6742952458503573,0.6736185850822233,0.671691994577588,0.6732019418367229,0.0011028517557706377,337
7.344235976537068,0.7830553276862253,1.8385106722513835,0.30244264654302244,0.1,balanced,1000,l2,lbfgs,20000,2,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 20000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.6850350753729243,0.6889546065596003,0.6854885239475914,0.686492735293372,0.0017506211280718343,267
2.643059412638346,0.23884871946935007,1.1506083011627197,0.27814094555961194,0.1,balanced,1000,l2,lbfgs,20000,5,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 20000, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1)}",0.6754986703163669,0.6744477353073203,0.6717328460398604,0.6738930838878492,0.0015866288724257307,325
6.812722682952881,0.6756913718386891,2.437236785888672,0.6608126131763904,0.1,balanced,1000,l2,lbfgs,20000,5,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 20000, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2)}",0.6841197606836715,0.6886314284719295,0.6858614724026589,0.68620422051942,0.00185775738666428,273
2.736471732457479,0.0451489480973391,0.9287310441335043,0.04440794263738864,0.1,balanced,1000,l2,lbfgs,50000,1,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 50000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1)}",0.6714812590254239,0.6726514533745019,0.6706464249653656,0.6715930457884305,0.0008223571570587124,353
8.708712816238403,0.15150117108072256,2.2757174173990884,0.6086678256559235,0.1,balanced,1000,l2,lbfgs,50000,1,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 50000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2)}",0.6826202722112273,0.6841183642487428,0.6834664559242913,0.6834016974614205,0.0006133053519533198,299
2.6874714692433677,0.48616147317492087,1.1448825200398762,0.3286056772147809,0.1,balanced,1000,l2,lbfgs,50000,2,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 50000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.6742952458503573,0.6736185850822233,0.671691994577588,0.6732019418367229,0.0011028517557706377,337
7.6165517171223955,1.0568955902466821,2.304950793584188,0.6727691673551914,0.1,balanced,1000,l2,lbfgs,50000,2,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 50000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.6820762914595623,0.6854610974752301,0.6833092072776811,0.6836155320708245,0.0013987146719032268,295
2.3537565072377524,0.08587102398030122,0.9518895943959554,0.01677463970239227,0.1,balanced,1000,l2,lbfgs,50000,5,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 50000, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1)}",0.6754986703163669,0.6744477353073203,0.6717328460398604,0.6738930838878492,0.0015866288724257307,325
8.144331932067871,0.860850845794217,1.9848300615946453,0.220511449209991,0.1,balanced,1000,l2,lbfgs,50000,5,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 50000, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2)}",0.6840676320711886,0.6862815609322764,0.6839039598010702,0.6847510509348451,0.0010842947914595363,281
3.337472836176554,0.6909517766286998,1.1261916955312092,0.37758834187822243,0.1,balanced,1000,l2,lbfgs,,1,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1)}",0.6714812590254239,0.6726514533745019,0.6706464249653656,0.6715930457884305,0.0008223571570587124,353
13.127388000488281,1.1479779343716476,2.7368977864583335,0.6501440621280146,0.1,balanced,1000,l2,lbfgs,,1,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2)}",0.6773350711639058,0.6786531654593171,0.6798952692534628,0.6786278352922285,0.0010453499501654492,323
2.8752077420552573,0.8467243024763507,0.9566179911295573,0.14897487483117608,0.1,balanced,1000,l2,lbfgs,,2,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.6742952458503573,0.6736185850822233,0.671691994577588,0.6732019418367229,0.0011028517557706377,337
8.742126305898031,0.8637020870803914,1.9707543055216472,0.20182993629308085,0.1,balanced,1000,l2,lbfgs,,2,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.6822899374256396,0.6842667519926633,0.6832030530934506,0.6832532475039179,0.0008078112680698325,301
2.653298854827881,0.5743083801329975,0.8576989968617758,0.018403451324594894,0.1,balanced,1000,l2,lbfgs,,5,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1)}",0.6754986703163669,0.6744477353073203,0.6717328460398604,0.6738930838878492,0.0015866288724257307,325
6.977421998977661,0.8302065599853543,1.7005242506663005,0.016363479370850698,0.1,balanced,1000,l2,lbfgs,,5,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 1000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2)}",0.6840676320711886,0.6862815609322764,0.6839039598010702,0.6847510509348451,0.0010842947914595363,281
3.055516242980957,0.7044117495250263,1.0999982357025146,0.20109157759129456,0.1,balanced,2000,l2,lbfgs,20000,1,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 20000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1)}",0.6728568670011658,0.6727683332329687,0.6707638836523037,0.6721296946288127,0.0009664503003921914,349
7.246156533559163,0.8711466747862459,2.056793133417765,0.5196203301485852,0.1,balanced,2000,l2,lbfgs,20000,1,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 20000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2)}",0.6846296007775793,0.6893426152992957,0.6856144041282461,0.6865288734017071,0.0020298303721502874,265
2.744027058283488,0.6372707926369799,1.1482346057891846,0.30163231912537253,0.1,balanced,2000,l2,lbfgs,20000,2,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 20000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.6742952458503573,0.6736185850822233,0.671691994577588,0.6732019418367229,0.0011028517557706377,337
6.918054024378459,0.9747086137612238,2.002268393834432,0.49176472529581006,0.1,balanced,2000,l2,lbfgs,20000,2,"(1, 2)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 20000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.6850350753729243,0.6889546065596003,0.6854885239475914,0.686492735293372,0.0017506211280718343,267
2.5170510609944663,0.2838826589453696,0.935823122660319,0.04487263031319182,0.1,balanced,2000,l2,lbfgs,20000,5,"(1, 1)","{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__max_iter': 2000, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs', 'tfidf__max_features': 20000, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1)}",0.6754986703163669,0.6744477353073203,0.6717328460398604,0.6738930838878492,0.0015866288724257307,325
